date,equity
2025-12-07,1191.6750399753332
2025-12-08,1191.6750399753332
2025-12-09,1189.9766198789641
2025-12-10,1188.5185923061047
2025-12-11,1218.6444177997384
2025-12-12,1270.785202364335
2025-12-13,1259.6934185105667
2025-12-14,1277.2601435241224
2025-12-15,1277.2601435241224
2025-12-16,1277.2601435241224
2025-12-17,1277.2601435241224
2025-12-18,1277.2601435241224
2025-12-19,1277.2601435241224
2025-12-20,1277.2601435241224
2025-12-21,1277.2601435241224
2025-12-22,1277.2601435241224
2025-12-23,1277.2601435241224
2025-12-24,1277.2601435241224
2025-12-25,1277.2601435241224
2025-12-26,1277.2601435241224
2025-12-27,1277.2601435241224
2025-12-28,1277.2601435241224
2025-12-29,1277.2601435241224
2025-12-30,1277.2601435241224
2025-12-31,1277.2601435241224
2026-01-01,1277.2601435241224
2026-01-02,1275.439744318566
2026-01-03,1274.8589067388468
2026-01-04,1269.1110526427603
2026-01-05,1235.920875867959
2026-01-06,1208.7934937028272
2026-01-07,1258.9567823429288
2026-01-08,1283.2263639320986
2026-01-09,1291.5163191977608
2026-01-10,1291.7693150862322
2026-01-11,1277.591300278979
2026-01-12,1287.9112937948432
2026-01-13,1194.9909039246813
2026-01-14,1183.819892862968
2026-01-15,1196.7008148223729
2026-01-16,1204.102849912928
2026-01-17,1199.5210477015878
2026-01-18,1209.0073083652285
2026-01-19,1241.3750790743584
2026-01-20,1323.9214594340383
2026-01-21,1342.4880463861912
2026-01-22,1329.9369800021616
2026-01-23,1331.4906692868606
2026-01-24,1329.5542112673327
2026-01-25,1272.588465853557
2026-01-26,1319.9981845980865
2026-01-27,1361.0608104049074
2026-01-28,1354.3694768763573
2026-01-29,1273.5877895882236
2026-01-30,1223.904072780105
2026-01-31,1110.4153045924686
2026-02-01,1033.9260123331228
2026-02-02,1066.9145446209989
2026-02-03,1016.4773590554394
2026-02-04,980.1797575638228
2026-02-05,838.8303173845134
2026-02-06,944.6607543930185
2026-02-07,956.5538361725149
2026-02-08,955.7716680448414
